id,胜,平,负,胜概率,平概率,负概率,返概率,凯利走势1,凯利走势2,凯利走势3
500890,1.54,4.2,6.12,61.79,22.66,15.55,95.16,0.95,0.95,0.95
500493,1.43,4.53,7.7,66.61,21.03,12.37,95.25,0.95,0.95,0.95
500302,2.24,3.33,3.28,42.45,28.56,28.99,95.09,0.95,0.95,0.95
500500,2.0,3.24,4.12,47.56,29.36,23.09,95.11,0.95,0.95,0.95
501697,2.7,3.12,2.67,34.76,30.08,35.15,93.86,0.94,0.94,0.94
2637944,1.31,5.26,11.08,73.14,18.21,8.65,95.81,0.96,0.96,0.96
2226455,4.73,3.73,1.67,19.61,24.86,55.53,92.74,0.93,0.93,0.93
2637946,5.26,4.39,1.59,18.16,21.76,60.08,95.53,0.96,0.96,0.96
454179,2.14,3.12,3.6,43.85,30.08,26.07,93.85,0.94,0.94,0.94
2637945,7.52,4.79,1.41,12.65,19.86,67.48,95.15,0.95,0.95,0.95
2637947,2.11,3.29,3.71,45.25,29.02,25.73,95.47,0.95,0.95,0.95
2141395,1.64,3.75,5.37,57.38,25.09,17.52,94.11,0.94,0.94,0.94
501693,1.94,3.45,3.82,48.31,27.16,24.53,93.71,0.94,0.94,0.94
501701,4.51,3.62,1.77,20.86,25.99,53.15,94.08,0.94,0.94,0.94
501807,2.22,3.12,3.4,42.29,30.09,27.61,93.89,0.94,0.94,0.94
501694,3.23,3.31,2.2,29.04,28.33,42.63,93.79,0.94,0.94,0.94
456419,2.61,3.08,2.93,36.52,30.95,32.53,95.32,0.95,0.95,0.95
501699,2.75,3.05,2.67,34.11,30.76,35.13,93.81,0.94,0.94,0.94
502740,2.2,3.39,2.97,41.85,27.16,31.00,92.06,0.92,0.92,0.92
502739,2.95,3.73,2.09,31.23,24.70,44.08,92.12,0.92,0.92,0.92
502744,1.78,3.68,4.04,51.97,25.14,22.90,92.50,0.93,0.93,0.93
500684,3.81,3.89,1.88,24.96,24.45,50.59,95.11,0.95,0.95,0.95
500509,1.44,4.39,7.85,66.16,21.70,12.14,95.27,0.95,0.95,0.95
502737,1.71,4.0,4.02,53.97,23.07,22.96,92.29,0.92,0.92,0.92
502741,1.67,4.15,4.17,55.47,22.32,22.21,92.63,0.93,0.93,0.93
501078,2.19,3.12,3.59,43.25,30.36,26.39,94.73,0.95,0.95,0.95
500899,2.14,3.14,3.81,44.58,30.38,25.04,95.40,0.95,0.95,0.95
502735,2.45,3.49,2.55,37.55,26.36,36.08,92.01,0.92,0.92,0.92
502742,1.28,5.25,9.1,72.23,17.61,10.16,92.45,0.92,0.92,0.92
502738,1.38,4.96,6.38,66.91,18.62,14.47,92.34,0.92,0.92,0.92
502743,2.6,3.48,2.43,35.50,26.52,37.98,92.29,0.92,0.92,0.92
501250,2.02,3.29,3.76,46.49,28.54,24.97,93.90,0.94,0.94,0.94
500901,3.95,3.63,1.92,24.12,26.25,49.63,95.29,0.95,0.95,0.95
500510,2.38,3.27,3.09,40.03,29.14,30.83,95.27,0.95,0.95,0.95
500313,5.95,3.86,1.6,15.97,24.62,59.40,95.04,0.95,0.95,0.95
500508,1.4,4.53,8.43,67.79,20.95,11.26,94.91,0.95,0.95,0.95
500894,3.21,3.49,2.2,29.60,27.22,43.18,95.00,0.95,0.95,0.95
500902,2.73,3.44,2.54,34.86,27.67,37.47,95.17,0.95,0.95,0.95
500316,1.38,4.98,7.81,68.79,19.06,12.15,94.92,0.95,0.95,0.95
500682,1.67,3.8,5.2,56.80,24.96,18.24,94.85,0.95,0.95,0.95
500505,4.25,3.25,1.96,22.34,29.22,48.44,94.95,0.95,0.95,0.95
500680,1.12,9.6,18.12,84.86,9.90,5.24,95.04,0.95,0.95,0.95
500688,4.63,4.02,1.7,20.51,23.62,55.86,94.97,0.95,0.95,0.95
500314,1.95,3.51,3.89,48.62,27.01,24.37,94.81,0.95,0.95,0.95
500893,1.63,3.81,5.7,58.35,24.96,16.69,95.11,0.95,0.95,0.95
500685,3.0,3.17,2.5,31.78,30.08,38.14,95.35,0.95,0.95,0.95
500895,2.7,3.26,2.67,35.22,29.17,35.61,95.09,0.95,0.95,0.95
500317,1.79,3.73,4.43,53.08,25.47,21.45,95.01,0.95,0.95,0.95
500318,1.32,5.25,9.32,71.78,18.05,10.17,94.76,0.95,0.95,0.95
500681,1.49,4.74,5.89,63.80,20.06,16.14,95.07,0.95,0.95,0.95
500503,2.8,3.13,2.64,33.84,30.27,35.89,94.75,0.95,0.95,0.95
500683,2.39,3.37,2.96,39.74,28.18,32.08,94.97,0.95,0.95,0.95
500320,4.24,3.49,1.89,22.43,27.25,50.32,95.10,0.95,0.95,0.95
500898,1.98,3.67,3.68,48.13,25.97,25.90,95.30,0.95,0.95,0.95
500321,3.52,3.37,2.12,26.99,28.19,44.82,95.01,0.95,0.95,0.95
500897,2.42,3.34,2.96,39.34,28.50,32.16,95.20,0.95,0.95,0.95
500900,2.97,3.21,2.49,32.07,29.67,38.25,95.25,0.95,0.95,0.95
500319,3.2,3.81,2.09,29.66,24.92,45.42,94.93,0.95,0.95,0.95
500504,6.63,4.9,1.43,14.31,19.36,66.33,94.86,0.95,0.95,0.95
500502,4.1,3.36,1.96,23.19,28.30,48.51,95.08,0.95,0.95,0.95
2640099,1.78,3.7,3.98,51.86,24.95,23.19,92.31,0.92,0.92,0.92
2637950,1.25,6.64,10.57,76.54,14.41,9.05,95.67,0.96,0.96,0.96
2637948,4.78,3.59,1.79,19.99,26.62,53.39,95.56,0.96,0.96,0.96
2640100,3.88,3.41,1.86,23.68,26.94,49.39,91.86,0.92,0.92,0.92
2645224,1.35,4.51,8.76,68.80,20.59,10.60,92.88,0.93,0.93,0.93
2637969,1.97,3.42,3.94,48.17,27.75,24.08,94.89,0.95,0.95,0.95
2637949,1.4,5.09,7.32,68.20,18.76,13.04,95.48,0.95,0.95,0.95
2645223,1.39,4.64,7.27,67.08,20.09,12.83,93.24,0.93,0.93,0.93
2645217,1.53,3.99,5.67,60.49,23.19,16.32,92.54,0.93,0.93,0.93
2645226,2.79,3.08,2.52,33.19,30.06,36.75,92.60,0.93,0.93,0.93
2637966,2.63,3.49,2.58,36.06,27.18,36.76,94.84,0.95,0.95,0.95
2637968,2.27,3.39,3.15,41.84,28.01,30.15,94.97,0.95,0.95,0.95
2637967,1.35,5.16,8.13,70.04,18.33,11.63,94.56,0.95,0.95,0.95
2637943,2.63,3.56,2.59,36.31,26.82,36.87,95.49,0.95,0.95,0.95
501842,1.9,3.37,4.11,49.36,27.83,22.82,93.78,0.94,0.94,0.94
501836,3.32,3.42,2.12,28.27,27.45,44.28,93.87,0.94,0.94,0.94
501846,1.57,3.78,6.1,59.78,24.83,15.39,93.86,0.94,0.94,0.94
501845,2.43,3.05,3.05,38.56,30.72,30.72,93.70,0.94,0.94,0.94
501843,2.38,3.02,3.15,39.31,30.98,29.70,93.57,0.94,0.94,0.94
501841,1.73,3.68,4.67,54.33,25.54,20.13,93.99,0.94,0.94,0.94
501090,2.09,3.61,3.33,45.32,26.24,28.44,94.72,0.95,0.95,0.95
501839,4.98,3.76,1.67,18.84,24.96,56.20,93.85,0.94,0.94,0.94
500330,10.08,5.52,1.3,9.45,17.26,73.29,95.27,0.95,0.95,0.95
501847,1.67,3.67,5.1,56.10,25.53,18.37,93.69,0.94,0.94,0.94
501844,1.9,3.42,4.06,49.42,27.45,23.13,93.90,0.94,0.94,0.94
500327,1.35,4.94,9.3,70.50,19.27,10.23,95.17,0.95,0.95,0.95
500518,2.0,3.48,3.78,47.53,27.32,25.15,95.07,0.95,0.95,0.95
501837,1.9,3.4,4.03,49.25,27.52,23.22,93.58,0.94,0.94,0.94
500326,1.64,3.88,5.37,57.87,24.46,17.67,94.90,0.95,0.95,0.95
500906,1.27,6.12,10.25,75.11,15.59,9.31,95.39,0.95,0.95,0.95
500693,1.69,3.83,4.98,56.16,24.78,19.06,94.91,0.95,0.95,0.95
500324,1.36,5.05,8.42,69.89,18.82,11.29,95.05,0.95,0.95,0.95
500695,2.02,3.51,3.64,46.94,27.01,26.05,94.82,0.95,0.95,0.95
500511,2.75,3.04,2.78,34.56,31.26,34.18,95.03,0.95,0.95,0.95
500520,2.28,3.2,3.32,41.68,29.70,28.62,95.03,0.95,0.95,0.95
500696,1.92,3.54,4.01,49.48,26.83,23.69,94.99,0.95,0.95,0.95
500910,2.94,3.27,2.47,32.37,29.10,38.53,95.17,0.95,0.95,0.95
500516,3.19,3.03,2.44,29.76,31.33,38.91,94.94,0.95,0.95,0.95
500908,3.9,3.65,1.93,24.45,26.13,49.42,95.37,0.95,0.95,0.95
500325,1.34,5.06,9.11,70.83,18.76,10.42,94.91,0.95,0.95,0.95
500692,2.04,3.7,3.44,46.63,25.71,27.65,95.13,0.95,0.95,0.95
500689,1.53,4.48,5.67,62.06,21.19,16.75,94.95,0.95,0.95,0.95
500694,1.19,7.14,13.61,79.74,13.29,6.97,94.89,0.95,0.95,0.95
501089,1.39,5.13,7.01,68.06,18.44,13.50,94.61,0.95,0.95,0.95
500519,2.95,3.34,2.43,32.29,28.52,39.20,95.25,0.95,0.95,0.95
500691,2.05,3.43,3.66,46.34,27.70,25.96,95.01,0.95,0.95,0.95
2639714,1.54,3.94,6.44,61.35,23.98,14.67,94.48,0.94,0.94,0.94
501084,1.36,5.2,7.8,69.64,18.21,12.14,94.71,0.95,0.95,0.95
500512,1.77,3.54,4.83,53.58,26.79,19.63,94.83,0.95,0.95,0.95
501092,3.86,3.23,2.05,24.52,29.30,46.17,94.65,0.95,0.95,0.95
501086,2.31,3.2,3.21,40.96,29.57,29.47,94.61,0.95,0.95,0.95
500690,2.6,3.39,2.7,36.63,28.09,35.27,95.24,0.95,0.95,0.95
500907,2.13,3.42,3.49,44.78,27.89,27.33,95.38,0.95,0.95,0.95
500911,1.75,3.73,4.75,54.42,25.53,20.05,95.23,0.95,0.95,0.95
500697,15.79,8.3,1.15,6.01,11.44,82.55,94.93,0.95,0.95,0.95
500513,1.36,4.77,9.13,69.73,19.88,10.39,94.83,0.95,0.95,0.95
501848,2.32,3.23,3.05,40.34,28.97,30.68,93.59,0.94,0.94,0.94
2222910,3.14,3.49,2.15,29.76,26.78,43.46,93.45,0.93,0.93,0.93
2223003,2.35,3.3,2.88,39.56,28.17,32.28,92.96,0.93,0.93,0.93
500328,2.02,3.5,3.7,47.10,27.18,25.71,95.14,0.95,0.95,0.95
501853,2.7,3.28,2.56,34.75,28.60,36.65,93.82,0.94,0.94,0.94
501855,1.75,3.44,4.87,53.53,27.23,19.24,93.68,0.94,0.94,0.94
500514,1.18,7.28,15.1,80.63,13.07,6.30,95.14,0.95,0.95,0.95
2222913,1.5,4.31,5.74,62.14,21.63,16.24,93.21,0.93,0.93,0.93
2223004,1.49,4.51,5.47,62.39,20.61,17.00,92.96,0.93,0.93,0.93
501854,2.0,3.29,3.81,46.89,28.50,24.61,93.77,0.94,0.94,0.94
501856,2.88,3.09,2.52,32.52,30.31,37.17,93.66,0.94,0.94,0.94
2222909,2.37,3.27,2.89,39.30,28.48,32.22,93.13,0.93,0.93,0.93
2222911,2.17,3.29,3.21,42.82,28.24,28.94,92.91,0.93,0.93,0.93
500322,1.64,4.05,5.11,57.94,23.46,18.60,95.02,0.95,0.95,0.95
500825,1.89,3.49,4.28,50.43,27.31,22.27,95.30,0.95,0.95,0.95
501102,2.27,3.22,3.27,41.68,29.38,28.93,94.62,0.95,0.95,0.95
501094,2.38,3.38,2.92,39.69,27.95,32.35,94.47,0.94,0.94,0.94
501097,1.6,3.88,5.78,59.20,24.41,16.39,94.72,0.95,0.95,0.95
500877,1.21,6.48,14.1,78.58,14.67,6.74,95.09,0.95,0.95,0.95
500524,2.13,3.01,4.0,44.64,31.59,23.77,95.08,0.95,0.95,0.95
501093,6.32,4.62,1.47,15.00,20.52,64.48,94.79,0.95,0.95,0.95
501101,2.56,3.27,2.77,36.94,28.92,34.14,94.57,0.95,0.95,0.95
501098,1.56,4.09,5.78,60.56,23.10,16.34,94.47,0.94,0.94,0.94
500521,1.35,5.0,9.05,70.46,19.03,10.51,95.13,0.95,0.95,0.95
500878,2.34,3.18,3.25,40.72,29.96,29.32,95.28,0.95,0.95,0.95
2136256,2.5,3.33,2.87,38.14,28.63,33.22,95.35,0.95,0.95,0.95
501095,4.25,4.06,1.74,22.28,23.32,54.41,94.67,0.95,0.95,0.95
501100,3.05,3.02,2.53,31.10,31.41,37.49,94.85,0.95,0.95,0.95
500155,3.16,2.94,2.4,29.49,31.69,38.82,93.17,0.93,0.93,0.93
502756,3.34,3.66,1.94,27.52,25.11,47.37,91.90,0.92,0.92,0.92
502757,1.42,4.73,5.83,64.78,19.45,15.78,91.98,0.92,0.92,0.92
500153,4.82,3.5,1.74,19.43,26.75,53.82,93.64,0.94,0.94,0.94
502758,3.81,3.93,1.75,24.12,23.38,52.50,91.88,0.92,0.92,0.92
500154,4.39,2.89,1.99,21.16,32.15,46.69,92.91,0.93,0.93,0.93
502760,2.18,3.38,3.01,42.21,27.22,30.57,92.01,0.92,0.92,0.92
502755,1.29,5.41,8.11,71.56,17.06,11.38,92.31,0.92,0.92,0.92
502761,3.45,3.58,1.93,26.66,25.69,47.65,91.97,0.92,0.92,0.92
500157,2.08,3.0,3.82,44.69,30.98,24.33,92.95,0.93,0.93,0.93
500158,2.24,3.13,3.22,41.47,29.68,28.85,92.90,0.93,0.93,0.93
502759,5.63,4.3,1.47,16.29,21.33,62.38,91.71,0.92,0.92,0.92
500151,2.32,3.12,3.07,40.01,29.75,30.24,92.83,0.93,0.93,0.93
500160,2.66,2.93,2.77,34.87,31.65,33.48,92.74,0.93,0.93,0.93
500336,1.65,4.03,5.09,57.68,23.62,18.70,95.18,0.95,0.95,0.95
500704,1.43,4.68,7.28,66.58,20.34,13.08,95.21,0.95,0.95,0.95
2630548,2.09,3.24,3.64,45.06,29.07,25.87,94.18,0.94,0.94,0.94
501112,4.47,3.96,1.72,21.15,23.88,54.97,94.55,0.95,0.95,0.95
500701,2.41,3.68,2.73,39.41,25.81,34.79,94.97,0.95,0.95,0.95
500335,1.67,3.88,5.05,56.78,24.44,18.78,94.83,0.95,0.95,0.95
500702,1.83,3.87,4.02,51.86,24.53,23.61,94.91,0.95,0.95,0.95
500699,1.58,3.92,6.18,60.29,24.30,15.41,95.25,0.95,0.95,0.95
500914,4.62,3.84,1.74,20.58,24.76,54.65,95.10,0.95,0.95,0.95
500698,1.32,6.09,7.63,71.96,15.60,12.45,94.98,0.95,0.95,0.95
501105,1.36,5.4,7.4,69.66,17.54,12.80,94.73,0.95,0.95,0.95
501109,1.24,6.54,10.36,76.38,14.48,9.14,94.71,0.95,0.95,0.95
500919,2.91,3.32,2.45,32.63,28.60,38.76,94.97,0.95,0.95,0.95
500922,3.43,3.29,2.19,27.71,28.89,43.40,95.05,0.95,0.95,0.95
500334,2.08,3.24,3.79,45.65,29.30,25.05,94.94,0.95,0.95,0.95
500917,1.46,4.51,7.02,65.29,21.13,13.58,95.32,0.95,0.95,0.95
500333,4.95,4.14,1.64,19.18,22.93,57.89,94.94,0.95,0.95,0.95
500916,2.6,3.06,2.93,36.54,31.04,32.42,94.99,0.95,0.95,0.95
500915,2.08,3.33,3.71,45.76,28.58,25.66,95.18,0.95,0.95,0.95
500703,3.1,3.26,2.37,30.68,29.18,40.14,95.12,0.95,0.95,0.95
501108,1.49,4.25,6.61,63.45,22.25,14.30,94.54,0.95,0.95,0.95
500920,1.19,7.18,14.59,80.17,13.29,6.54,95.41,0.95,0.95,0.95
501104,2.64,3.12,2.83,35.98,30.45,33.57,95.00,0.95,0.95,0.95
500332,3.05,3.27,2.39,31.16,29.07,39.77,95.05,0.95,0.95,0.95
500705,2.23,3.25,3.36,42.56,29.20,28.24,94.90,0.95,0.95,0.95
500337,3.03,3.39,2.35,31.42,28.08,40.51,95.19,0.95,0.95,0.95
501110,4.06,3.4,1.94,23.33,27.86,48.82,94.71,0.95,0.95,0.95
500403,1.32,5.55,9.47,72.61,17.27,10.12,95.84,0.96,0.96,0.96
2637970,1.38,4.86,8.35,69.00,19.59,11.40,95.22,0.95,0.95,0.95
501804,1.92,3.54,3.85,48.99,26.57,24.43,94.07,0.94,0.94,0.94
2637956,1.29,5.64,10.17,73.77,16.87,9.36,95.16,0.95,0.95,0.95
501662,3.04,3.33,2.3,30.92,28.22,40.86,93.98,0.94,0.94,0.94
2640078,3.08,3.15,2.23,29.77,29.11,41.12,91.70,0.92,0.92,0.92
501740,4.03,3.55,1.87,23.31,26.46,50.23,93.93,0.94,0.94,0.94
501808,1.52,4.0,6.32,61.71,23.45,14.84,93.80,0.94,0.94,0.94
2640011,1.21,5.96,10.77,76.02,15.43,8.54,91.99,0.92,0.92,0.92
500193,8.28,5.28,1.35,11.49,18.02,70.49,95.16,0.95,0.95,0.95
2637972,1.89,3.5,4.19,50.22,27.12,22.65,94.92,0.95,0.95,0.95
500946,3.31,3.53,2.15,28.76,26.97,44.27,95.19,0.95,0.95,0.95
500194,1.66,3.96,5.04,57.19,23.97,18.84,94.94,0.95,0.95,0.95
500192,1.53,4.3,6.14,62.31,22.17,15.53,95.33,0.95,0.95,0.95
2637953,1.49,4.71,6.16,64.18,20.30,15.52,95.62,0.96,0.96,0.96
502768,1.87,3.68,3.52,49.03,24.92,26.05,91.69,0.92,0.92,0.92
502772,4.63,4.84,1.51,19.91,19.05,61.05,92.18,0.92,0.92,0.92
501121,3.58,3.74,1.97,26.49,25.36,48.15,94.85,0.95,0.95,0.95
502765,4.55,4.13,1.6,20.22,22.28,57.50,92.00,0.92,0.92,0.92
502770,1.58,4.0,4.85,58.11,22.95,18.93,91.82,0.92,0.92,0.92
502774,3.01,3.35,2.18,30.49,27.40,42.11,91.79,0.92,0.92,0.92
502767,4.23,4.42,1.61,21.81,20.88,57.31,92.27,0.92,0.92,0.92
502769,2.01,3.6,3.19,45.69,25.51,28.79,91.85,0.92,0.92,0.92
501573,2.05,3.65,3.25,45.61,25.62,28.77,93.50,0.94,0.94,0.94
501571,4.74,4.09,1.64,19.81,22.95,57.24,93.88,0.94,0.94,0.94
502766,2.74,3.78,2.18,33.54,24.31,42.15,91.89,0.92,0.92,0.92
501579,1.28,5.87,9.06,73.57,16.04,10.39,94.16,0.94,0.94,0.94
501574,1.85,3.65,4.04,50.90,25.80,23.31,94.16,0.94,0.94,0.94
501575,2.7,3.22,2.57,34.61,29.02,36.36,93.45,0.93,0.93,0.93
500930,2.61,3.22,2.79,36.42,29.52,34.07,95.05,0.95,0.95,0.95
500711,1.95,3.65,3.75,48.68,26.01,25.31,94.93,0.95,0.95,0.95
500713,5.11,4.54,1.58,18.66,21.00,60.34,95.34,0.95,0.95,0.95
500932,2.68,3.03,2.88,35.52,31.42,33.06,95.20,0.95,0.95,0.95
500923,1.39,4.82,7.93,68.32,19.70,11.98,94.97,0.95,0.95,0.95
500538,1.46,4.56,6.73,65.06,20.83,14.11,94.98,0.95,0.95,0.95
500540,2.22,3.37,3.28,42.82,28.21,28.98,95.05,0.95,0.95,0.95
500715,2.69,3.22,2.71,35.36,29.54,35.10,95.12,0.95,0.95,0.95
500707,1.42,5.03,6.76,67.01,18.92,14.08,95.15,0.95,0.95,0.95
500350,6.06,4.25,1.54,15.72,22.42,61.86,95.27,0.95,0.95,0.95
500928,2.43,3.2,3.07,39.20,29.77,31.03,95.26,0.95,0.95,0.95
500925,9.27,5.71,1.3,10.25,16.64,73.10,95.04,0.95,0.95,0.95
500712,2.37,3.57,2.84,40.03,26.57,33.40,94.86,0.95,0.95,0.95
500532,2.69,3.0,2.9,35.41,31.75,32.84,95.25,0.95,0.95,0.95
501113,3.44,3.55,2.07,27.54,26.69,45.77,94.74,0.95,0.95,0.95
500351,6.33,4.56,1.48,15.00,20.83,64.17,94.97,0.95,0.95,0.95
500536,2.76,3.2,2.64,34.39,29.66,35.95,94.91,0.95,0.95,0.95
501119,1.8,3.79,4.2,52.53,24.95,22.51,94.56,0.95,0.95,0.95
500344,2.78,3.44,2.48,34.14,27.59,38.27,94.91,0.95,0.95,0.95
500929,1.36,5.13,8.3,69.98,18.55,11.47,95.17,0.95,0.95,0.95
500924,5.05,3.81,1.69,18.82,24.94,56.24,95.04,0.95,0.95,0.95
500537,3.64,3.2,2.14,26.05,29.63,44.31,94.83,0.95,0.95,0.95
501116,2.19,3.23,3.42,43.13,29.25,27.62,94.46,0.94,0.94,0.94
500931,4.28,3.77,1.82,22.29,25.30,52.41,95.39,0.95,0.95,0.95
501117,2.34,3.52,2.91,40.50,26.93,32.57,94.78,0.95,0.95,0.95
500346,1.62,3.99,5.47,58.75,23.85,17.40,95.17,0.95,0.95,0.95
500533,1.26,6.03,10.85,75.47,15.77,8.76,95.09,0.95,0.95,0.95
501114,2.76,3.24,2.62,34.42,29.32,36.26,95.00,0.95,0.95,0.95
2227373,3.99,3.01,1.98,23.04,30.54,46.42,91.92,0.92,0.92,0.92
2637973,2.65,3.47,2.59,35.88,27.40,36.71,95.09,0.95,0.95,0.95
2227367,1.84,3.24,4.26,50.00,28.40,21.60,92.01,0.92,0.92,0.92
2637955,4.57,4.0,1.72,20.84,23.80,55.36,95.22,0.95,0.95,0.95
2227014,3.15,3.36,2.16,29.45,27.61,42.94,92.76,0.93,0.93,0.93
2227368,1.94,3.21,3.88,47.52,28.72,23.76,92.19,0.92,0.92,0.92
2637971,3.52,3.53,2.05,26.92,26.85,46.23,94.77,0.95,0.95,0.95
2227365,2.37,3.35,2.72,38.78,27.43,33.79,91.90,0.92,0.92,0.92
2227372,1.92,3.21,3.95,47.98,28.70,23.32,92.12,0.92,0.92,0.92
2227371,2.58,2.69,3.03,35.58,34.12,30.30,91.80,0.92,0.92,0.92
