id,胜,平,负,胜概率,平概率,负概率,返概率,凯利走势1,凯利走势2,凯利走势3
3016386,5.69,4.89,1.49,16.72,19.45,63.83,95.11,0.95,0.95,0.95
3016680,1.19,7.13,13.57,79.71,13.30,6.99,94.85,0.95,0.95,0.95
3016659,1.61,4.24,5.14,59.07,22.43,18.50,95.10,0.95,0.95,0.95
3016645,4.02,3.79,1.85,23.62,25.05,51.33,94.95,0.95,0.95,0.95
3016624,6.68,5.09,1.42,14.25,18.70,67.04,95.20,0.95,0.95,0.95
3016675,14.45,7.03,1.19,6.58,13.52,79.90,95.08,0.95,0.95,0.95
3016631,1.25,6.0,11.22,75.77,15.79,8.44,94.72,0.95,0.95,0.95
3016594,1.29,5.91,9.4,73.77,16.10,10.12,95.17,0.95,0.95,0.95
3016653,1.71,3.9,4.74,55.58,24.37,20.05,95.04,0.95,0.95,0.95
3016609,2.46,3.52,2.77,38.66,27.01,34.33,95.09,0.95,0.95,0.95
3016603,5.02,3.85,1.69,18.96,24.72,56.32,95.18,0.95,0.95,0.95
3016623,3.61,3.51,2.04,26.33,27.08,46.59,95.05,0.95,0.95,0.95
3016670,1.23,6.67,11.15,77.24,14.24,8.52,95.00,0.95,0.95,0.95
3016649,1.89,3.79,3.82,50.16,25.02,24.82,94.81,0.95,0.95,0.95
3017023,6.43,4.6,1.46,14.70,20.55,64.75,94.53,0.95,0.95,0.95
3017062,1.18,7.43,13.37,80.19,12.74,7.08,94.62,0.95,0.95,0.95
3017030,1.29,6.11,8.46,73.33,15.48,11.18,94.60,0.95,0.95,0.95
3017104,1.72,4.04,4.34,54.88,23.37,21.75,94.40,0.94,0.94,0.94
3017076,2.79,3.25,2.56,33.92,29.12,36.97,94.63,0.95,0.95,0.95
3017027,1.68,3.97,4.77,56.33,23.84,19.84,94.63,0.95,0.95,0.95
3017091,2.58,3.2,2.81,36.71,29.59,33.70,94.70,0.95,0.95,0.95
3017084,1.71,3.54,5.27,55.32,26.72,17.95,94.60,0.95,0.95,0.95
3017046,2.15,3.43,3.33,44.01,27.58,28.41,94.61,0.95,0.95,0.95
3017054,5.31,3.95,1.63,17.85,24.00,58.15,94.79,0.95,0.95,0.95
3017096,1.18,7.35,13.65,80.19,12.87,6.93,94.63,0.95,0.95,0.95
3017016,2.7,3.49,2.5,35.04,27.11,37.85,94.62,0.95,0.95,0.95
3017058,6.25,4.27,1.51,15.15,22.17,62.69,94.66,0.95,0.95,0.95
3017040,4.0,3.78,1.84,23.63,25.00,51.37,94.52,0.95,0.95,0.95
2951459,2.79,3.41,2.48,33.98,27.80,38.22,94.80,0.95,0.95,0.95
2939766,2.55,3.52,2.66,37.27,27.00,35.73,95.04,0.95,0.95,0.95
2951458,1.72,4.14,4.35,55.22,22.94,21.84,94.98,0.95,0.95,0.95
2949440,1.59,4.12,5.42,59.55,22.98,17.47,94.68,0.95,0.95,0.95
2951457,1.45,4.7,6.47,65.25,20.13,14.62,94.61,0.95,0.95,0.95
2958881,1.36,4.83,8.92,69.73,19.63,10.63,94.84,0.95,0.95,0.95
2936231,2.13,3.55,3.3,44.53,26.72,28.74,94.86,0.95,0.95,0.95
2951451,2.61,3.55,2.56,36.30,26.69,37.01,94.75,0.95,0.95,0.95
2951454,1.7,4.2,4.31,55.58,22.50,21.92,94.49,0.94,0.95,0.94
2949445,1.69,3.97,4.7,56.01,23.84,20.14,94.66,0.95,0.95,0.95
2958884,2.73,2.91,2.88,34.65,32.51,32.84,94.59,0.95,0.95,0.95
2951453,1.07,13.19,26.34,89.15,7.23,3.62,95.39,0.95,0.95,0.95
2936251,4.03,3.76,1.86,23.59,25.29,51.12,95.08,0.95,0.95,0.95
2936234,1.11,9.61,22.4,85.83,9.91,4.25,95.27,0.95,0.95,0.95
2936244,1.23,6.58,11.15,77.09,14.41,8.50,94.82,0.95,0.95,0.95
2951456,3.1,3.61,2.2,30.60,26.28,43.12,94.86,0.95,0.95,0.95
2936237,1.31,5.66,8.67,72.33,16.74,10.93,94.75,0.95,0.95,0.95
2949442,1.82,3.75,4.14,51.95,25.21,22.84,94.55,0.95,0.95,0.95
2958888,2.23,3.35,3.25,42.52,28.30,29.18,94.82,0.95,0.95,0.95
2939773,1.4,4.59,8.11,67.68,20.64,11.68,94.75,0.95,0.95,0.95
2939765,1.61,3.84,5.77,58.88,24.69,16.43,94.80,0.95,0.95,0.95
2939769,3.24,3.12,2.34,29.21,30.34,40.45,94.65,0.95,0.95,0.95
2936247,5.08,4.08,1.64,18.72,23.30,57.98,95.08,0.95,0.95,0.95
2958886,2.05,3.44,3.6,46.18,27.52,26.30,94.67,0.95,0.95,0.95
2949441,2.34,3.68,2.81,40.51,25.76,33.73,94.79,0.95,0.95,0.95
2958880,1.55,4.05,6.17,61.20,23.42,15.37,94.86,0.95,0.95,0.95
2936239,1.56,4.39,5.47,60.96,21.66,17.38,95.09,0.95,0.95,0.95
2951452,1.24,6.33,11.31,76.60,15.00,8.40,94.98,0.95,0.95,0.95
3041413,4.4,4.23,1.64,21.17,22.02,56.80,93.16,0.93,0.93,0.93
3041409,1.5,4.45,5.44,62.00,20.90,17.10,93.01,0.93,0.93,0.93
3041400,1.49,4.78,5.26,62.70,19.54,17.76,93.42,0.93,0.93,0.93
3041410,1.62,3.98,4.94,57.64,23.46,18.90,93.37,0.93,0.93,0.93
3041408,16.49,8.38,1.13,5.69,11.21,83.10,93.90,0.94,0.94,0.94
3041403,2.79,3.7,2.24,33.34,25.14,41.52,93.01,0.93,0.93,0.93
3041399,1.55,4.39,4.97,60.06,21.21,18.73,93.10,0.93,0.93,0.93
3039950,1.67,3.69,4.93,55.82,25.26,18.91,93.23,0.93,0.93,0.93
3041405,2.81,3.57,2.29,33.18,26.11,40.71,93.23,0.93,0.93,0.93
3041402,1.48,4.49,5.68,62.89,20.73,16.39,93.07,0.93,0.93,0.93
3039955,2.1,3.32,3.52,44.86,28.38,26.76,94.21,0.94,0.94,0.94
3039951,1.57,3.96,5.48,59.42,23.56,17.02,93.29,0.93,0.93,0.93
3041407,32.5,13.56,1.04,2.89,6.92,90.20,93.80,0.94,0.94,0.94
3039954,1.93,3.45,3.75,48.21,26.97,24.81,93.05,0.93,0.93,0.93
2958894,1.43,4.5,7.36,66.13,21.02,12.85,94.57,0.95,0.95,0.95
2951463,2.01,3.76,3.39,47.00,25.13,27.87,94.48,0.94,0.94,0.94
2958898,3.45,3.5,2.07,27.38,26.99,45.63,94.46,0.94,0.94,0.94
2936266,2.07,3.63,3.39,45.85,26.15,28.00,94.92,0.95,0.95,0.95
2936206,3.25,3.12,2.34,29.15,30.36,40.49,94.74,0.95,0.95,0.95
2951467,2.53,3.17,2.89,37.40,29.85,32.74,94.63,0.95,0.95,0.95
2951466,4.61,4.08,1.68,20.52,23.18,56.30,94.58,0.95,0.95,0.95
2951462,2.05,3.71,3.33,46.12,25.49,28.39,94.55,0.95,0.95,0.95
2936220,2.84,3.24,2.55,33.44,29.31,37.24,94.97,0.95,0.95,0.95
2951465,5.21,4.85,1.52,18.18,19.52,62.30,94.70,0.95,0.95,0.95
2936209,2.77,3.54,2.42,34.16,26.73,39.10,94.63,0.95,0.95,0.95
2936223,3.93,3.61,1.91,24.12,26.26,49.63,94.78,0.95,0.95,0.95
2936218,1.09,10.66,23.13,87.00,8.90,4.10,94.83,0.95,0.95,0.95
2951461,3.7,4.29,1.82,25.67,22.14,52.19,94.98,0.95,0.95,0.95
2939782,1.21,6.57,12.83,78.22,14.41,7.38,94.64,0.95,0.95,0.95
2949451,2.06,3.29,3.71,45.84,28.70,25.45,94.43,0.94,0.94,0.94
2958903,2.84,3.13,2.6,33.34,30.25,36.41,94.68,0.95,0.95,0.95
2949450,2.83,3.27,2.51,33.41,28.92,37.67,94.56,0.95,0.95,0.95
2949583,1.73,3.94,4.41,54.60,23.98,21.42,94.46,0.94,0.94,0.94
2951464,5.16,4.23,1.6,18.37,22.40,59.23,94.77,0.95,0.95,0.95
2936215,12.34,7.31,1.2,7.71,13.01,79.28,95.13,0.95,0.95,0.95
2951468,1.68,4.29,4.41,56.42,22.09,21.49,94.78,0.95,0.95,0.95
2939777,3.33,3.65,2.1,28.59,26.08,45.33,95.20,0.95,0.95,0.95
2949453,2.06,3.33,3.66,45.84,28.36,25.80,94.43,0.94,0.94,0.94
2958901,2.62,3.04,2.88,36.08,31.10,32.82,94.53,0.95,0.95,0.95
2936270,3.96,3.75,1.87,23.96,25.30,50.74,94.88,0.95,0.95,0.95
2939783,1.6,4.08,5.41,59.25,23.23,17.52,94.79,0.95,0.95,0.95
2958896,1.53,3.89,6.77,61.75,24.29,13.96,94.48,0.94,0.94,0.95
3016654,2.73,3.46,2.52,34.81,27.47,37.72,95.04,0.95,0.95,0.95
3016639,1.36,5.11,8.01,69.64,18.53,11.82,94.71,0.95,0.95,0.95
3016617,1.41,4.57,7.77,67.11,20.71,12.18,94.63,0.95,0.95,0.95
3016644,2.61,3.4,2.66,36.38,27.93,35.70,94.95,0.95,0.95,0.95
3016608,1.27,5.73,11.21,74.91,16.60,8.49,95.14,0.95,0.95,0.95
3016385,1.17,8.03,13.36,81.08,11.81,7.10,94.87,0.95,0.95,0.95
3016658,2.97,3.54,2.31,32.00,26.85,41.15,95.05,0.95,0.95,0.95
3016687,10.16,6.12,1.26,9.33,15.48,75.19,94.74,0.95,0.95,0.95
3016676,4.99,4.39,1.6,19.03,21.63,59.34,94.95,0.95,0.95,0.95
3016618,1.22,6.95,11.5,78.03,13.70,8.28,95.19,0.95,0.95,0.95
3016393,4.29,3.84,1.78,22.09,24.68,53.24,94.76,0.95,0.95,0.95
3016637,4.89,3.97,1.68,19.45,23.95,56.60,95.09,0.95,0.95,0.95
3016669,1.07,12.51,29.37,89.13,7.62,3.25,95.37,0.95,0.95,0.95
3016636,1.79,3.57,4.65,53.01,26.58,20.41,94.89,0.95,0.95,0.95
3017049,1.28,5.7,9.82,73.81,16.57,9.62,94.47,0.94,0.94,0.94
3017020,1.16,7.58,15.74,81.52,12.47,6.01,94.56,0.95,0.95,0.95
3017025,4.03,4.25,1.74,23.45,22.24,54.31,94.50,0.95,0.95,0.94
3017069,6.61,4.94,1.43,14.37,19.22,66.41,94.97,0.95,0.95,0.95
3017107,2.47,3.84,2.54,38.23,24.59,37.18,94.43,0.94,0.94,0.94
3017089,2.77,3.09,2.69,34.17,30.64,35.19,94.66,0.95,0.95,0.95
3017044,1.26,5.85,10.77,75.05,16.17,8.78,94.57,0.95,0.95,0.95
3017080,1.67,3.85,4.99,56.55,24.53,18.92,94.43,0.94,0.94,0.94
3017101,6.69,4.85,1.42,14.10,19.45,66.44,94.35,0.94,0.94,0.94
3017034,2.46,3.44,2.78,38.46,27.50,34.03,94.62,0.95,0.95,0.95
3017012,1.52,4.34,6.0,62.36,21.84,15.80,94.79,0.95,0.95,0.95
3017064,3.54,3.62,2.0,26.68,26.09,47.23,94.45,0.94,0.94,0.94
3017051,1.26,5.71,10.98,74.88,16.52,8.59,94.35,0.94,0.94,0.94
3017037,1.87,3.64,4.0,50.47,25.93,23.60,94.39,0.94,0.94,0.94
2940404,1.96,3.53,3.58,47.56,26.41,26.04,93.21,0.93,0.93,0.93
2939785,1.66,3.99,4.96,57.12,23.76,19.12,94.82,0.95,0.95,0.95
2950320,1.44,4.4,5.92,63.67,20.84,15.49,91.69,0.92,0.92,0.92
2950322,2.55,3.46,2.44,35.94,26.49,37.56,91.66,0.92,0.92,0.92
2951472,2.34,3.77,2.77,40.56,25.18,34.26,94.91,0.95,0.95,0.95
2950324,1.32,4.96,7.69,69.55,18.51,11.94,91.81,0.92,0.92,0.92
2949459,3.47,3.31,2.13,27.19,28.51,44.30,94.36,0.94,0.94,0.94
2950323,3.29,3.65,1.95,27.87,25.12,47.02,91.68,0.92,0.92,0.92
2952774,1.99,3.77,3.23,46.64,24.62,28.74,92.82,0.93,0.93,0.93
2952662,1.62,3.92,4.93,57.41,23.73,18.86,93.00,0.93,0.93,0.93
2958933,1.71,3.96,4.51,55.22,23.84,20.94,94.42,0.94,0.94,0.94
2950319,2.13,3.53,2.96,43.05,25.98,30.98,91.69,0.92,0.92,0.92
2948783,1.7,3.84,4.52,54.98,24.34,20.68,93.47,0.93,0.93,0.93
2958916,1.88,3.23,4.62,50.28,29.26,20.46,94.52,0.95,0.95,0.95
2936179,4.1,3.78,1.84,23.19,25.15,51.66,95.06,0.95,0.95,0.95
2951476,2.45,3.76,2.62,38.66,25.19,36.15,94.71,0.95,0.95,0.95
2939792,1.96,3.22,4.25,48.31,29.41,22.28,94.69,0.95,0.95,0.95
2958929,2.61,3.08,2.87,36.27,30.74,32.99,94.67,0.95,0.95,0.95
2951473,2.48,3.55,2.68,38.11,26.62,35.27,94.51,0.95,0.95,0.95
2951474,3.02,3.5,2.27,31.32,27.02,41.66,94.57,0.95,0.95,0.95
2951469,2.43,3.76,2.63,38.91,25.14,35.95,94.54,0.95,0.95,0.95
2936182,1.2,6.65,15.06,79.36,14.32,6.32,95.23,0.95,0.95,0.95
2939784,4.55,3.81,1.75,20.86,24.91,54.23,94.91,0.95,0.95,0.95
2936260,1.28,5.89,9.82,74.20,16.13,9.67,94.98,0.95,0.95,0.95
2951471,1.07,13.1,25.36,88.98,7.27,3.75,95.21,0.95,0.95,0.95
2939787,1.33,5.24,8.85,71.22,18.08,10.70,94.72,0.95,0.95,0.95
2936191,2.57,3.06,2.94,36.85,30.95,32.21,94.69,0.95,0.95,0.95
2958923,1.43,4.42,7.5,66.04,21.37,12.59,94.44,0.94,0.94,0.94
2939793,1.24,6.15,11.61,76.43,15.41,8.16,94.77,0.95,0.95,0.95
2936193,1.37,5.28,7.34,69.15,17.94,12.91,94.74,0.95,0.95,0.95
2936196,1.78,3.73,4.47,53.32,25.45,21.23,94.91,0.95,0.95,0.95
2958934,3.39,3.4,2.14,27.92,27.84,44.23,94.66,0.95,0.95,0.95
2958914,2.02,3.35,3.79,46.82,28.23,24.95,94.57,0.95,0.95,0.95
2958920,1.16,7.76,14.73,81.42,12.17,6.41,94.44,0.94,0.94,0.94
2939786,1.32,5.55,8.27,71.56,17.02,11.42,94.46,0.94,0.94,0.94
2936189,4.54,3.81,1.76,20.96,24.98,54.07,95.16,0.95,0.95,0.95
2951470,1.34,5.3,8.38,70.78,17.90,11.32,94.85,0.95,0.95,0.95
2951477,2.75,3.54,2.44,34.44,26.75,38.81,94.70,0.95,0.95,0.95
2951475,1.44,4.8,6.55,65.80,19.74,14.47,94.75,0.95,0.95,0.95
2936185,1.62,4.1,5.14,58.47,23.10,18.43,94.72,0.95,0.95,0.95
2958927,2.92,2.91,2.7,32.42,32.53,35.06,94.65,0.95,0.95,0.95
2939788,2.15,3.48,3.3,44.07,27.22,28.71,94.74,0.95,0.95,0.95
2788531,1.59,3.63,6.23,59.06,25.87,15.07,93.90,0.94,0.94,0.94
3019296,2.76,2.84,2.82,33.89,32.94,33.17,93.54,0.94,0.94,0.94
2789154,6.91,4.4,1.46,13.69,21.50,64.80,94.61,0.95,0.95,0.95
2789162,1.12,8.41,21.08,84.30,11.23,4.48,94.41,0.94,0.94,0.94
3019297,3.52,3.1,2.18,26.67,30.28,43.06,93.86,0.94,0.94,0.94
2788989,74.19,24.22,1.01,1.29,3.95,94.76,95.71,0.96,0.96,0.96
2789156,3.25,3.22,2.26,29.01,29.28,41.71,94.27,0.94,0.94,0.94
2789158,45.08,15.83,1.03,2.10,5.98,91.92,94.68,0.95,0.95,0.95
3019298,1.55,3.74,6.49,60.49,25.07,14.45,93.75,0.94,0.94,0.94
2789161,2.14,3.03,3.75,43.92,31.02,25.06,93.99,0.94,0.94,0.94
2789164,2.47,3.13,2.96,38.12,30.08,31.81,94.15,0.94,0.94,0.94
3062096,2.23,3.24,2.96,40.96,28.19,30.86,91.33,0.91,0.91,0.91
3019299,1.68,3.43,5.57,55.82,27.34,16.84,93.78,0.94,0.94,0.94
3019295,2.23,3.01,3.49,42.02,31.13,26.85,93.70,0.94,0.94,0.94
2789170,1.78,3.52,4.58,52.79,26.69,20.52,93.96,0.94,0.94,0.94
2788511,1.53,3.74,7.22,61.69,25.24,13.07,94.39,0.94,0.94,0.94
2789171,1.2,6.35,14.04,78.47,14.83,6.71,94.16,0.94,0.94,0.94
2788870,1.01,35.58,71.29,95.92,2.72,1.36,96.88,0.97,0.97,0.97
2789172,1.17,6.74,15.35,80.01,13.89,6.10,93.61,0.94,0.94,0.94
2789174,1.08,10.62,27.33,87.63,8.91,3.46,94.64,0.95,0.95,0.95
2789001,3.0,3.19,2.41,31.39,29.52,39.08,94.18,0.94,0.94,0.94
2788537,1.08,10.59,25.66,87.41,8.91,3.68,94.40,0.94,0.94,0.94
2789005,13.59,6.09,1.21,6.91,15.43,77.66,93.96,0.94,0.94,0.94
2789173,2.29,3.13,3.28,41.16,30.11,28.73,94.25,0.94,0.94,0.94
2789169,1.26,5.73,11.53,75.23,16.54,8.22,94.80,0.95,0.95,0.95
3019302,3.36,3.0,2.27,27.78,31.11,41.11,93.33,0.93,0.93,0.93
3019301,1.56,3.69,6.26,59.81,25.29,14.90,93.30,0.93,0.93,0.93
2789178,1.44,4.3,7.46,65.45,21.92,12.63,94.25,0.94,0.94,0.94
2788871,5.69,3.88,1.59,16.54,24.26,59.20,94.13,0.94,0.94,0.94
3019300,2.48,3.01,2.99,37.69,31.05,31.26,93.47,0.93,0.93,0.93
3019303,1.1,9.13,22.99,85.59,10.31,4.10,94.15,0.94,0.94,0.94
3062086,27.7,10.01,1.06,3.34,9.26,87.40,92.64,0.93,0.93,0.93
3062122,3.86,2.95,2.02,23.70,31.01,45.29,91.48,0.91,0.91,0.91
3062098,11.92,6.04,1.19,7.70,15.19,77.11,91.76,0.92,0.92,0.92
3019304,2.46,2.89,3.15,37.99,32.34,29.67,93.46,0.93,0.93,0.93
2789179,4.63,3.67,1.75,20.38,25.71,53.91,94.35,0.94,0.94,0.94
2788554,14.21,6.44,1.2,6.65,14.66,78.69,94.43,0.94,0.94,0.94
2789183,2.46,3.33,2.84,38.39,28.36,33.25,94.44,0.94,0.94,0.94
2789041,5.61,3.67,1.65,16.87,25.78,57.35,94.63,0.95,0.95,0.95
2952666,1.31,5.58,7.72,71.20,16.72,12.08,93.27,0.93,0.93,0.93
2950337,2.64,3.59,2.32,34.80,25.59,39.60,91.88,0.92,0.92,0.92
2950344,2.75,3.56,2.25,33.39,25.79,40.81,91.83,0.92,0.92,0.92
2950340,1.77,3.86,3.74,51.76,23.74,24.50,91.62,0.92,0.92,0.92
2950342,4.23,3.93,1.68,21.77,23.43,54.81,92.07,0.92,0.92,0.92
2952667,2.13,3.49,3.13,43.65,26.64,29.71,92.98,0.93,0.93,0.93
2940424,8.41,5.04,1.33,11.12,18.56,70.32,93.53,0.94,0.94,0.94
2950338,1.49,4.13,5.74,61.71,22.27,16.02,91.96,0.92,0.92,0.92
2950339,2.95,3.42,2.18,31.10,26.82,42.08,91.74,0.92,0.92,0.92
2939798,1.71,3.62,5.13,55.38,26.16,18.46,94.70,0.95,0.95,0.95
2949588,1.46,4.95,5.8,64.65,19.07,16.28,94.40,0.94,0.94,0.94
2950343,3.47,3.44,1.96,26.46,26.69,46.85,91.82,0.92,0.92,0.92
2951480,10.05,6.61,1.24,9.41,14.31,76.28,94.59,0.95,0.95,0.95
2950336,1.38,4.57,6.88,66.55,20.10,13.35,91.84,0.92,0.92,0.92
2936154,5.18,3.84,1.67,18.35,24.75,56.91,95.03,0.95,0.95,0.95
2936170,3.26,3.49,2.17,29.10,27.18,43.72,94.87,0.95,0.95,0.95
2936173,3.26,3.43,2.19,29.08,27.64,43.29,94.79,0.95,0.95,0.95
2958936,2.07,3.35,3.58,45.53,28.14,26.33,94.26,0.94,0.94,0.94
2936163,3.82,3.27,2.05,24.80,28.98,46.22,94.75,0.95,0.95,0.95
2951484,1.99,3.48,3.75,47.56,27.20,25.24,94.65,0.95,0.95,0.95
2951486,3.74,3.88,1.88,25.30,24.38,50.32,94.61,0.95,0.95,0.95
2951478,1.47,5.09,5.58,64.42,18.61,16.97,94.70,0.95,0.95,0.95
2936167,2.65,3.49,2.56,35.78,27.17,37.04,94.83,0.95,0.95,0.95
2951485,6.06,5.0,1.44,15.58,18.88,65.55,94.39,0.94,0.94,0.94
2958939,2.56,3.36,2.71,36.95,28.15,34.90,94.59,0.95,0.95,0.95
2936164,1.72,4.2,4.24,55.09,22.56,22.35,94.76,0.95,0.95,0.95
2951479,2.72,3.47,2.5,34.82,27.29,37.88,94.71,0.95,0.95,0.95
2936155,3.42,3.49,2.1,27.71,27.16,45.13,94.78,0.95,0.95,0.95
2951483,1.85,3.9,3.8,50.99,24.19,24.82,94.33,0.94,0.94,0.94
2939795,1.67,3.66,5.4,56.64,25.84,17.52,94.59,0.95,0.95,0.95
2949464,2.02,3.31,3.82,46.75,28.53,24.72,94.43,0.94,0.94,0.94
2958943,2.48,3.16,2.96,38.13,29.92,31.95,94.56,0.95,0.95,0.95
2958938,1.63,3.75,5.66,58.05,25.23,16.72,94.62,0.95,0.95,0.95
2949587,2.25,3.32,3.18,41.92,28.41,29.66,94.33,0.94,0.94,0.94
2936175,2.52,3.72,2.57,37.62,25.49,36.89,94.81,0.95,0.95,0.95
2951482,2.3,3.55,2.92,41.06,26.60,32.34,94.43,0.94,0.94,0.94
2936158,2.66,3.36,2.62,35.63,28.20,36.17,94.77,0.95,0.95,0.95
2939797,1.65,3.77,5.45,57.46,25.15,17.40,94.80,0.95,0.95,0.95
2949466,2.04,3.51,3.5,46.21,26.86,26.93,94.27,0.94,0.94,0.94
2939796,6.76,4.49,1.46,14.01,21.10,64.89,94.73,0.95,0.95,0.95
2958942,2.66,3.48,2.53,35.51,27.15,37.34,94.47,0.94,0.94,0.94
2958944,3.36,3.15,2.26,28.14,30.02,41.84,94.56,0.95,0.95,0.95
3016605,2.77,3.58,2.4,34.15,26.43,39.42,94.61,0.95,0.95,0.95
3016638,2.52,3.43,2.74,37.67,27.68,34.65,94.94,0.95,0.95,0.95
3016606,1.36,4.91,8.61,69.69,19.30,11.01,94.78,0.95,0.95,0.95
3016672,2.09,3.72,3.25,45.35,25.48,29.17,94.79,0.95,0.95,0.95
3016619,1.76,4.0,4.22,53.85,23.69,22.46,94.77,0.95,0.95,0.95
3016655,1.65,4.1,4.88,57.45,23.12,19.43,94.80,0.95,0.95,0.95
3016663,2.04,3.58,3.51,46.49,26.49,27.02,94.84,0.95,0.95,0.95
3016388,2.66,3.64,2.48,35.67,26.07,38.26,94.89,0.95,0.95,0.95
3016681,1.44,4.6,7.06,65.92,20.64,13.45,94.92,0.95,0.95,0.95
3016614,1.98,3.67,3.58,47.79,25.78,26.43,94.62,0.95,0.95,0.95
3016627,2.4,3.38,2.92,39.49,28.04,32.46,94.79,0.95,0.95,0.95
3016384,1.21,7.02,11.97,78.53,13.54,7.94,95.02,0.95,0.95,0.95
3016648,1.59,4.12,5.5,59.70,23.04,17.26,94.92,0.95,0.95,0.95
3016677,1.3,5.62,9.27,72.91,16.87,10.22,94.78,0.95,0.95,0.95
3017048,1.98,3.53,3.7,47.71,26.76,25.53,94.46,0.94,0.94,0.94
3017105,8.65,5.84,1.3,10.95,16.21,72.84,94.69,0.95,0.95,0.95
3017103,1.89,3.72,3.85,50.03,25.42,24.56,94.55,0.95,0.95,0.95
3017021,8.09,5.43,1.33,11.67,17.38,70.96,94.37,0.94,0.94,0.94
3017056,1.82,3.65,4.25,51.90,25.88,22.22,94.45,0.94,0.94,0.94
3017019,1.76,3.78,4.45,53.73,25.02,21.25,94.57,0.95,0.95,0.95
3017074,1.83,3.77,4.01,51.50,25.00,23.50,94.24,0.94,0.94,0.94
3017094,4.85,3.91,1.68,19.50,24.19,56.30,94.59,0.95,0.95,0.95
3017029,1.53,4.55,5.43,61.80,20.78,17.41,94.56,0.95,0.95,0.95
3017060,1.11,9.74,20.11,85.53,9.75,4.72,94.94,0.95,0.95,0.95
3017047,2.53,3.46,2.67,37.33,27.30,35.37,94.45,0.94,0.94,0.94
3017071,2.61,3.5,2.56,36.16,26.97,36.87,94.39,0.94,0.94,0.94
3017038,1.31,5.42,9.23,72.27,17.47,10.26,94.68,0.95,0.95,0.95
3017035,3.24,3.83,2.05,29.18,24.69,46.13,94.56,0.95,0.95,0.95
2950348,2.62,3.77,2.28,35.16,24.44,40.40,92.12,0.92,0.92,0.92
2951492,2.67,3.42,2.55,35.36,27.61,37.03,94.42,0.94,0.94,0.94
2950350,3.0,3.49,2.13,30.60,26.30,43.10,91.80,0.92,0.92,0.92
2950353,1.97,3.48,3.39,46.57,26.36,27.06,91.75,0.92,0.92,0.92
2939812,2.4,2.9,3.39,39.44,32.64,27.92,94.65,0.95,0.95,0.95
2950346,1.53,4.17,5.22,60.24,22.10,17.66,92.17,0.92,0.92,0.92
2940443,2.15,3.15,3.43,43.30,29.56,27.14,93.10,0.93,0.93,0.93
2948862,1.6,4.04,5.02,58.32,23.10,18.59,93.31,0.93,0.93,0.93
2950349,1.36,4.74,6.95,67.45,19.35,13.20,91.73,0.92,0.92,0.92
2958960,4.18,3.35,1.93,22.66,28.27,49.07,94.71,0.95,0.95,0.95
2952778,1.52,4.31,5.5,61.39,21.65,16.96,93.31,0.93,0.93,0.93
2950352,4.1,3.69,1.74,22.38,24.87,52.74,91.78,0.92,0.92,0.92
2949473,1.72,3.76,4.71,54.87,25.10,20.04,94.37,0.94,0.94,0.94
2952676,1.82,3.78,3.8,51.01,24.56,24.43,92.84,0.93,0.93,0.93
2951489,1.13,9.0,17.68,84.07,10.56,5.37,95.00,0.95,0.95,0.95
2939806,1.45,4.56,6.75,65.24,20.75,14.01,94.60,0.95,0.95,0.95
2936133,2.01,3.66,3.51,47.13,25.88,26.99,94.73,0.95,0.95,0.95
2951491,2.57,3.54,2.61,36.89,26.78,36.33,94.81,0.95,0.95,0.95
2958950,1.43,4.65,7.0,66.15,20.34,13.51,94.59,0.95,0.95,0.95
2951490,2.14,4.02,2.91,44.10,23.47,32.43,94.37,0.94,0.94,0.94
2939813,1.15,8.09,15.65,82.26,11.69,6.04,94.60,0.95,0.95,0.95
2936123,1.75,3.65,4.81,54.25,26.01,19.74,94.94,0.95,0.95,0.95
2951494,1.21,6.99,11.72,78.35,13.56,8.09,94.80,0.95,0.95,0.95
2951495,1.35,5.42,7.59,70.08,17.46,12.46,94.61,0.95,0.95,0.95
2958956,1.64,3.87,5.28,57.66,24.43,17.91,94.56,0.95,0.95,0.95
2936120,1.51,4.29,6.19,62.66,22.06,15.29,94.62,0.95,0.95,0.95
2936118,1.25,5.94,12.05,76.09,16.01,7.89,95.12,0.95,0.95,0.95
2936136,2.83,3.16,2.59,33.46,29.97,36.57,94.70,0.95,0.95,0.95
2936130,1.24,6.61,9.99,76.24,14.30,9.46,94.53,0.95,0.95,0.95
2936137,1.95,3.48,3.92,48.60,27.23,24.17,94.76,0.95,0.95,0.95
2951488,1.62,4.38,4.72,58.37,21.59,20.04,94.57,0.95,0.95,0.95
2939810,1.91,3.78,3.73,49.57,25.05,25.38,94.68,0.95,0.95,0.95
2958963,3.55,3.56,2.02,26.63,26.56,46.81,94.55,0.95,0.95,0.95
2936124,1.62,4.21,5.0,58.52,22.52,18.96,94.80,0.95,0.95,0.95
2939804,3.48,3.68,2.01,27.20,25.72,47.09,94.64,0.95,0.95,0.95
3014303,1.41,4.65,7.54,67.10,20.35,12.55,94.62,0.95,0.95,0.95
2958962,2.89,3.42,2.39,32.74,27.67,39.59,94.62,0.95,0.95,0.95
2936116,3.12,3.86,2.1,30.36,24.54,45.10,94.72,0.95,0.95,0.95
2936127,1.23,6.54,10.96,76.91,14.46,8.63,94.59,0.95,0.95,0.95
2939809,1.97,3.7,3.56,47.94,25.53,26.53,94.45,0.94,0.94,0.94
